841,20,1,1,01:38.1,98109
195,23,30,13,01:27.3,87338
195,23,31,13,01:27.3,87334
195,23,32,13,01:27.9,87885
195,23,33,13,01:27.8,87783
195,23,34,12,01:28.1,88051
195,23,35,11,01:27.6,87593
195,23,36,11,01:27.9,87913
195,23,37,11,01:29.2,89163
195,23,38,11,01:28.9,88866
195,23,39,10,01:27.2,87247
195,23,40,10,01:27.0,87045
195,23,41,10,01:26.5,86533
195,23,42,10,01:29.4,89351
195,23,43,12,01:48.6,108562
195,23,44,12,01:27.4,87408
195,23,45,12,01:27.7,87702
195,23,46,12,01:27.9,87917
195,23,47,11,01:28.9,88907
195,23,48,11,01:29.7,89711
195,23,49,11,01:29.1,89109
195,23,50,11,01:28.5,88500
195,23,51,11,01:28.4,88397
195,23,52,11,01:28.4,88416
195,23,53,11,01:28.5,88532
195,23,54,11,01:28.5,88455
195,23,55,11,01:28.1,88071
195,23,56,11,01:28.3,88338
195,23,57,11,01:28.3,88268
195,23,58,11,01:28.1,88117
195,23,59,11,01:28.0,87963
195,23,60,11,01:28.4,88437
195,23,61,10,01:29.4,89439
195,23,62,11,01:34.2,94226
195,23,63,11,01:27.7,87691
195,44,1,12,01:37.9,97934
195,44,2,11,01:28.5,88477
195,44,3,11,01:27.8,87800
195,44,4,11,01:27.3,87347
195,44,5,11,01:27.7,87743
195,44,6,11,01:27.4,87444
195,44,7,11,01:27.9,87864
195,44,8,11,01:27.2,87239
195,44,9,11,01:27.4,87354
195,44,10,11,01:27.9,87935
195,44,11,11,01:27.2,87172
195,44,12,11,01:27.4,87431
195,44,13,11,01:27.0,86989
195,44,14,11,01:27.2,87179
195,44,15,11,01:27.5,87467
195,44,16,11,01:28.1,88070
195,44,17,11,01:27.5,87506
195,44,18,11,01:29.7,89672
195,44,19,14,01:47.5,107500
195,44,20,13,01:27.2,87245
195,44,21,13,01:27.2,87179
195,44,22,12,01:27.6,87570
195,44,23,12,01:27.2,87205
195,44,24,12,01:27.5,87532
195,44,25,11,01:27.3,87305
195,44,26,11,01:27.8,87817
195,44,27,11,01:27.3,87336
195,44,28,11,01:26.9,86856
195,44,29,9,01:27.1,87059
195,44,30,9,01:26.9,86929
195,44,31,9,01:26.8,86775
195,44,32,9,01:27.0,86976
195,44,33,9,01:26.8,86790
195,44,34,9,01:26.8,86812
195,44,35,9,01:27.0,86958
195,44,36,9,01:26.7,86699
195,44,37,9,01:27.2,87217
195,44,38,9,01:27.0,87044
195,44,39,9,01:27.0,87003
195,44,40,9,01:26.6,86631
195,44,41,9,01:27.0,87033
195,44,42,8,01:30.3,90272
195,44,43,9,01:47.5,107455
195,44,44,9,01:26.9,86873
195,44,45,8,01:27.0,87020
195,44,46,8,01:28.0,88039
195,44,47,8,01:27.3,87344
195,44,48,8,01:28.5,88535
195,44,49,8,01:27.4,87352
195,44,50,8,01:29.3,89263
195,44,51,8,01:29.8,89830
195,44,52,8,01:34.8,94790
195,44,53,8,01:27.6,87587
195,44,54,8,01:28.6,88600
195,44,55,8,01:28.9,88873
195,44,56,8,01:27.9,87887
195,44,57,8,01:27.5,87461
195,44,58,8,01:26.9,86924
195,44,59,8,01:26.5,86502
195,44,60,8,01:26.5,86502
195,15,1,11,01:37.7,97725
195,15,2,12,01:30.9,90945
195,15,3,12,01:28.4,88361
195,15,4,12,01:27.8,87837
195,15,5,12,01:27.5,87547
195,15,6,12,01:28.0,87954
195,15,7,12,01:28.3,88324
195,15,8,12,01:28.0,88049
195,15,9,12,01:27.8,87785
195,15,10,12,01:28.4,88433
195,15,11,12,01:28.1,88100
195,15,12,12,01:28.4,88414
195,15,13,12,01:28.4,88449
195,15,14,12,01:28.5,88496
195,15,15,12,01:28.2,88178
195,15,16,12,01:28.0,88014
195,15,17,12,01:28.6,88595
195,15,18,12,01:28.7,88692
195,15,19,11,01:28.2,88156
195,15,20,11,01:28.4,88442
195,15,21,11,01:28.0,88009
195,15,22,11,01:27.9,87926
195,15,23,9,01:28.6,88558
195,15,24,11,01:30.4,90398
195,15,25,12,01:45.3,105252
195,15,26,12,01:26.4,86394
195,15,27,12,01:26.5,86541
195,15,28,12,01:27.4,87447
195,15,29,10,01:28.0,87999
195,15,30,10,01:26.5,86523
195,15,31,10,01:26.7,86679
195,15,32,10,01:26.9,86869
195,15,33,10,01:31.8,91806
195,15,34,13,01:54.8,114761
195,15,35,12,01:28.2,88182
195,15,36,12,01:28.3,88280
195,15,37,12,01:28.5,88521
195,15,38,12,01:28.9,88859
195,15,39,12,01:28.7,88685
195,15,40,12,01:28.9,88869
195,15,41,12,01:30.1,90124
195,15,42,12,01:30.2,90165
195,15,43,10,01:28.7,88738
195,15,44,10,01:28.4,88426
195,15,45,10,01:28.5,88454
195,15,46,10,01:28.4,88363
195,15,47,9,01:28.3,88282
195,15,48,9,01:29.8,89775
195,15,49,9,01:30.3,90304
195,15,50,9,01:28.6,88621
195,15,51,9,01:28.6,88640
195,15,52,9,01:28.3,88299
195,15,53,9,01:28.6,88571
195,15,54,9,01:28.2,88185
195,15,55,9,01:28.2,88159
195,15,56,9,01:28.2,88184
195,15,57,9,01:28.3,88254
195,15,58,9,01:28.1,88080
195,15,59,9,01:28.4,88417
195,15,60,9,01:28.1,88066
195,15,61,8,01:28.7,88666
195,15,62,8,01:30.0,90032
195,15,63,9,01:31.0,91030
195,55,1,19,01:45.4,105424
195,55,2,19,01:27.9,87938
195,55,3,19,01:29.3,89298
195,55,4,19,01:29.3,89299
195,55,5,19,01:29.2,89216
195,55,6,19,01:29.7,89657
195,55,7,18,01:28.6,88576
195,55,8,18,01:28.9,88901
195,55,9,18,01:29.4,89374
195,55,10,17,01:28.5,88514
195,55,11,17,01:27.7,87691
195,55,12,17,01:28.1,88076
195,55,13,17,01:28.9,88916
195,55,14,17,01:29.0,89026
195,55,15,17,01:28.6,88642
195,55,16,17,01:28.9,88897
195,55,17,17,01:29.0,88974
195,55,18,17,01:28.1,88078
195,55,19,16,01:28.4,88369
195,55,20,15,01:27.9,87921
195,55,21,14,01:29.0,89026
195,55,22,13,01:29.3,89309
195,55,23,13,01:27.4,87388
195,55,24,13,01:28.9,88877
195,55,25,14,01:44.9,104900
195,55,26,14,01:26.2,86229
195,55,27,14,01:26.6,86576
195,55,28,14,01:27.3,87299
195,55,29,11,01:29.7,89706
195,55,30,11,01:26.2,86212
195,55,31,11,01:25.8,85809
195,55,32,11,01:25.7,85668
195,55,33,11,01:25.9,85869
195,55,34,10,01:27.6,87642
195,55,35,13,01:49.4,109444
195,55,36,13,01:28.0,87987
195,55,37,13,01:28.4,88418
195,55,38,13,01:29.0,89002
195,55,39,13,01:28.7,88694
195,55,40,13,01:29.7,89678
195,55,41,13,01:31.0,91029
195,55,42,13,01:28.8,88849
195,55,43,11,01:28.2,88228
195,55,44,11,01:28.5,88531
195,55,45,11,01:28.8,88819
195,55,46,11,01:28.6,88611
195,55,47,10,01:28.5,88478
195,55,48,10,01:29.5,89484
195,55,49,10,01:29.8,89800
195,55,50,10,01:28.6,88560
195,55,51,10,01:28.4,88407
195,55,52,10,01:28.3,88336
195,55,53,10,01:28.6,88606
195,55,54,10,01:28.3,88320
195,55,55,10,01:28.1,88091
195,55,56,10,01:28.0,88013
195,55,57,10,01:28.3,88326
195,55,58,10,01:28.1,88115
195,55,59,10,01:28.3,88270
195,55,60,10,01:28.3,88347
195,55,61,9,01:29.6,89600
195,55,62,10,01:30.9,90943
195,55,63,10,01:29.7,89703
195,65,1,9,01:36.4,96387
195,65,2,9,01:29.0,88989
195,65,3,9,01:27.6,87556
195,65,4,9,01:27.3,87305
195,65,5,9,01:27.3,87257
195,65,6,9,01:27.3,87302
195,65,7,9,01:27.7,87706
195,65,8,9,01:27.4,87441
195,65,9,9,01:27.2,87190
195,65,10,9,01:27.5,87460
195,65,11,9,01:27.3,87330
195,65,12,9,01:27.3,87336
195,65,13,9,01:27.3,87334
195,65,14,9,01:27.3,87287
195,65,15,9,01:27.0,86979
195,65,16,9,01:27.2,87167
195,65,17,9,01:27.0,87029
195,65,18,9,01:27.3,87254
195,65,19,9,01:27.3,87298
195,65,20,9,01:27.3,87257
195,65,21,9,01:27.1,87053
195,65,22,9,01:29.1,89102
195,65,23,10,01:48.2,108178
195,65,24,9,01:28.1,88147
195,65,25,9,01:26.6,86613
195,65,26,9,01:26.4,86354
195,65,27,9,01:26.6,86584
195,65,28,9,01:26.7,86744
195,65,29,7,01:26.9,86923
195,65,30,7,01:26.4,86387
195,65,31,7,01:26.9,86856
195,65,32,7,01:26.6,86634
195,65,33,7,01:26.4,86442
195,65,34,7,01:26.7,86690
195,65,35,7,01:26.9,86854
195,65,36,7,01:27.0,87030
195,65,37,7,01:26.9,86914
195,65,38,7,01:26.8,86775
195,65,39,7,01:27.6,87628
195,65,40,7,01:27.1,87087
195,65,41,7,01:27.0,87014
195,65,42,7,01:27.0,87035
195,65,43,7,01:27.7,87671
195,65,44,7,01:29.9,89939
195,65,45,7,01:46.4,106379
195,65,46,7,01:27.2,87216
195,65,47,7,01:27.5,87500
195,65,48,7,01:26.9,86856
195,65,49,7,01:27.0,86964
195,65,50,7,01:27.4,87361
195,65,51,7,01:27.2,87246
195,65,52,7,01:27.4,87384
195,65,53,7,01:28.1,88105
195,65,54,7,01:28.2,88206
195,65,55,7,01:27.0,87027
195,65,56,7,01:27.1,87141
195,65,57,7,01:28.3,88258
195,65,58,7,01:27.2,87163
195,65,59,7,01:27.2,87214
195,65,60,7,01:27.5,87542
195,65,61,7,01:27.6,87560
195,65,62,7,01:28.2,88160
